age,job,marital,education,default,balance,housing,loan,y
0_35,management,married,tertiary,no,min_174,yes,no,no
47_max,blue-collar,married,primary,no,min_174,no,no,no
0_35,technician,single,secondary,no,175_979,no,yes,no
36_46,entrepreneur,married,tertiary,no,min_174,no,no,no
47_max,housemaid,single,tertiary,no,980_max,no,no,yes
0_35,blue-collar,married,secondary,no,min_174,yes,yes,no
0_35,services,single,secondary,no,175_979,yes,no,no
36_46,management,married,tertiary,no,980_max,yes,no,yes
0_35,blue-collar,married,secondary,no,min_174,no,yes,no
36_46,unemployed,married,primary,no,min_174,no,no,no
36_46,self-employed,married,secondary,no,980_max,no,no,no
0_35,technician,single,secondary,no,980_max,no,no,no
47_max,management,married,tertiary,no,980_max,no,no,yes
0_35,technician,single,tertiary,no,980_max,yes,no,no
0_35,services,married,secondary,no,175_979,yes,no,no
47_max,blue-collar,divorced,primary,no,175_979,yes,no,no
0_35,services,single,secondary,no,min_174,no,no,no
36_46,blue-collar,married,primary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,min_174,yes,no,no
0_35,self-employed,married,primary,no,175_979,yes,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
47_max,retired,married,secondary,no,175_979,no,yes,no
36_46,management,married,tertiary,no,175_979,no,no,no
0_35,services,married,secondary,no,175_979,no,no,yes
47_max,management,married,tertiary,no,980_max,no,no,no
47_max,technician,married,primary,no,175_979,no,no,no
36_46,admin.,single,secondary,no,min_174,no,no,no
47_max,technician,married,secondary,no,980_max,yes,no,no
36_46,services,married,secondary,no,175_979,yes,yes,no
36_46,technician,married,secondary,no,980_max,yes,no,no
47_max,technician,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,married,primary,no,175_979,no,no,no
36_46,services,married,secondary,no,980_max,yes,no,yes
0_35,entrepreneur,single,secondary,no,175_979,no,no,no
47_max,management,divorced,tertiary,no,175_979,yes,no,no
0_35,technician,married,secondary,no,min_174,yes,yes,no
0_35,blue-collar,single,primary,no,min_174,yes,no,no
47_max,services,married,unknown,no,980_max,yes,no,no
36_46,services,married,secondary,no,175_979,yes,no,no
47_max,management,divorced,tertiary,no,175_979,no,no,no
0_35,blue-collar,single,secondary,no,min_174,yes,no,yes
0_35,student,single,secondary,no,175_979,yes,no,no
0_35,technician,married,secondary,no,175_979,no,no,no
47_max,technician,married,tertiary,no,min_174,no,no,no
0_35,management,married,secondary,no,min_174,yes,no,no
0_35,blue-collar,single,secondary,no,min_174,yes,no,no
36_46,entrepreneur,married,secondary,no,min_174,yes,no,yes
47_max,blue-collar,married,primary,no,175_979,no,yes,no
0_35,management,married,tertiary,no,980_max,yes,yes,no
36_46,services,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,married,secondary,no,980_max,no,no,no
47_max,blue-collar,married,primary,no,min_174,no,no,no
47_max,admin.,single,secondary,no,980_max,yes,no,no
36_46,blue-collar,married,primary,no,175_979,yes,yes,no
36_46,technician,married,tertiary,no,175_979,no,no,no
47_max,management,married,tertiary,no,175_979,no,no,no
0_35,admin.,single,secondary,no,175_979,yes,yes,no
36_46,admin.,single,unknown,no,min_174,yes,no,no
47_max,management,married,tertiary,no,min_174,no,yes,no
0_35,entrepreneur,single,primary,no,min_174,yes,no,yes
47_max,management,divorced,tertiary,no,980_max,yes,no,no
36_46,admin.,married,secondary,no,min_174,yes,yes,no
0_35,technician,married,secondary,no,175_979,no,yes,no
36_46,admin.,divorced,secondary,no,min_174,no,yes,no
47_max,services,married,secondary,no,175_979,no,no,no
0_35,technician,single,tertiary,no,175_979,yes,no,no
0_35,management,married,tertiary,no,175_979,yes,yes,yes
36_46,technician,single,tertiary,no,980_max,no,no,no
47_max,services,married,secondary,no,min_174,no,no,no
36_46,admin.,divorced,secondary,no,980_max,no,no,no
0_35,management,married,tertiary,no,min_174,no,no,no
0_35,admin.,single,secondary,no,980_max,yes,no,no
0_35,blue-collar,married,secondary,no,980_max,yes,no,no
47_max,retired,married,secondary,no,min_174,no,no,no
0_35,entrepreneur,married,tertiary,no,980_max,no,no,no
47_max,management,divorced,tertiary,no,980_max,no,no,no
0_35,management,married,tertiary,no,980_max,yes,no,yes
0_35,student,single,secondary,no,175_979,no,no,yes
36_46,technician,divorced,secondary,no,min_174,yes,no,no
0_35,management,single,unknown,no,980_max,yes,no,no
0_35,admin.,married,secondary,no,980_max,no,no,no
47_max,self-employed,married,tertiary,no,980_max,no,no,no
47_max,blue-collar,married,primary,no,min_174,yes,no,no
36_46,technician,married,secondary,no,980_max,yes,no,yes
0_35,blue-collar,married,secondary,no,min_174,yes,yes,yes
0_35,management,married,tertiary,no,175_979,no,no,no
0_35,admin.,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,divorced,secondary,no,min_174,yes,yes,no
47_max,management,single,tertiary,no,980_max,yes,no,no
0_35,self-employed,single,tertiary,no,min_174,no,no,no
36_46,entrepreneur,married,tertiary,no,min_174,yes,no,no
0_35,management,single,tertiary,no,980_max,no,no,no
47_max,technician,married,secondary,no,980_max,no,no,no
36_46,services,divorced,secondary,no,175_979,yes,yes,no
47_max,blue-collar,single,secondary,no,min_174,no,yes,no
0_35,self-employed,single,tertiary,no,min_174,no,no,no
36_46,technician,married,secondary,no,980_max,yes,no,no
0_35,services,married,secondary,no,980_max,yes,no,yes
0_35,technician,married,secondary,no,min_174,yes,no,no
47_max,management,single,tertiary,no,min_174,no,yes,no
0_35,admin.,divorced,secondary,yes,min_174,yes,no,no
47_max,services,married,secondary,no,175_979,yes,yes,no
0_35,self-employed,married,tertiary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,min_174,yes,no,no
47_max,technician,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,married,primary,no,175_979,yes,no,no
0_35,admin.,single,secondary,no,min_174,no,yes,no
0_35,services,married,secondary,no,175_979,yes,no,no
47_max,housemaid,single,tertiary,no,min_174,yes,yes,no
36_46,technician,married,secondary,no,min_174,yes,no,no
0_35,admin.,single,secondary,no,min_174,yes,yes,no
36_46,technician,married,secondary,no,min_174,yes,yes,no
36_46,services,married,secondary,no,980_max,yes,no,no
47_max,unemployed,divorced,tertiary,no,175_979,no,no,no
47_max,management,married,tertiary,no,175_979,yes,no,no
36_46,management,married,tertiary,no,175_979,no,no,yes
36_46,blue-collar,married,primary,no,980_max,no,no,no
0_35,housemaid,single,secondary,no,980_max,no,no,no
47_max,unemployed,married,tertiary,no,min_174,yes,no,no
36_46,management,single,tertiary,no,980_max,yes,no,no
36_46,management,single,secondary,no,175_979,no,no,no
47_max,blue-collar,married,secondary,no,175_979,no,no,no
47_max,retired,married,primary,no,980_max,no,no,no
36_46,management,married,tertiary,no,175_979,yes,no,yes
47_max,services,divorced,secondary,no,175_979,no,no,no
0_35,technician,single,secondary,no,min_174,no,no,no
0_35,management,single,tertiary,no,min_174,no,no,no
47_max,retired,married,secondary,no,175_979,yes,no,no
47_max,management,married,tertiary,no,min_174,no,no,no
36_46,management,married,tertiary,no,980_max,yes,no,no
47_max,admin.,married,secondary,no,min_174,no,no,no
0_35,blue-collar,single,primary,no,175_979,no,no,no
0_35,management,single,secondary,no,min_174,yes,no,no
0_35,services,single,secondary,no,min_174,yes,no,no
47_max,retired,married,secondary,no,175_979,yes,no,no
0_35,management,single,tertiary,no,min_174,yes,no,no
47_max,technician,divorced,tertiary,no,min_174,yes,yes,no
36_46,blue-collar,married,primary,no,min_174,yes,no,no
36_46,admin.,single,secondary,no,min_174,yes,no,yes
36_46,management,married,tertiary,no,min_174,yes,no,no
36_46,blue-collar,married,primary,no,175_979,yes,yes,no
36_46,technician,married,secondary,no,980_max,no,no,no
0_35,technician,single,secondary,no,175_979,no,no,no
36_46,technician,married,secondary,no,175_979,yes,no,no
0_35,management,single,secondary,no,min_174,yes,no,no
47_max,retired,married,secondary,no,980_max,no,no,no
36_46,blue-collar,single,primary,no,175_979,yes,no,no
36_46,entrepreneur,married,tertiary,no,min_174,yes,no,no
36_46,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,services,married,secondary,no,980_max,yes,no,no
0_35,technician,single,secondary,no,175_979,no,no,no
36_46,unemployed,married,tertiary,no,980_max,no,no,no
47_max,technician,married,secondary,no,980_max,no,no,no
0_35,student,single,secondary,no,175_979,no,no,no
36_46,entrepreneur,married,tertiary,no,175_979,yes,no,no
36_46,admin.,married,secondary,no,min_174,no,no,no
36_46,technician,single,tertiary,no,980_max,no,no,no
0_35,entrepreneur,married,secondary,no,min_174,yes,yes,no
47_max,technician,married,secondary,no,175_979,no,yes,no
0_35,services,married,secondary,no,min_174,no,yes,no
0_35,blue-collar,married,secondary,no,980_max,yes,no,yes
36_46,technician,married,tertiary,no,min_174,no,no,no
36_46,entrepreneur,married,tertiary,no,980_max,yes,no,no
36_46,self-employed,married,tertiary,no,980_max,yes,no,no
36_46,technician,married,secondary,no,min_174,no,no,no
47_max,services,divorced,secondary,no,min_174,no,yes,no
0_35,technician,single,secondary,no,175_979,yes,no,no
36_46,admin.,married,unknown,no,980_max,no,no,no
47_max,management,married,secondary,no,min_174,no,no,no
0_35,services,divorced,secondary,no,175_979,yes,no,no
36_46,technician,married,tertiary,no,min_174,yes,no,no
47_max,management,divorced,tertiary,no,980_max,no,no,no
36_46,management,divorced,tertiary,no,980_max,yes,no,no
0_35,management,married,tertiary,no,980_max,no,no,no
47_max,management,married,tertiary,no,175_979,no,no,no
47_max,management,married,tertiary,no,980_max,yes,no,no
0_35,admin.,married,secondary,no,min_174,yes,no,no
47_max,housemaid,divorced,tertiary,no,175_979,yes,no,no
47_max,blue-collar,divorced,primary,no,min_174,no,no,no
47_max,self-employed,single,tertiary,no,980_max,yes,no,no
36_46,entrepreneur,married,tertiary,no,980_max,yes,no,no
47_max,retired,single,primary,no,980_max,no,no,no
47_max,admin.,married,secondary,no,175_979,yes,no,no
36_46,management,married,secondary,no,min_174,no,no,no
0_35,management,single,tertiary,no,min_174,no,no,no
0_35,services,single,secondary,no,min_174,yes,no,yes
36_46,blue-collar,married,primary,no,min_174,no,no,no
36_46,self-employed,married,secondary,no,min_174,no,no,no
0_35,blue-collar,married,secondary,no,min_174,yes,yes,no
36_46,admin.,single,secondary,no,175_979,yes,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
36_46,admin.,married,secondary,no,980_max,yes,yes,no
0_35,blue-collar,single,secondary,no,175_979,yes,no,no
36_46,blue-collar,divorced,secondary,no,175_979,yes,no,no
0_35,technician,single,secondary,no,min_174,yes,no,no
36_46,technician,single,tertiary,no,980_max,no,no,no
0_35,management,married,tertiary,no,min_174,yes,no,yes
36_46,services,married,secondary,no,175_979,no,no,no
0_35,management,married,secondary,no,980_max,yes,no,no
0_35,admin.,single,tertiary,no,175_979,yes,no,no
36_46,management,married,tertiary,no,980_max,yes,no,no
0_35,services,married,tertiary,no,min_174,yes,no,no
0_35,unemployed,married,secondary,no,175_979,no,no,no
47_max,blue-collar,married,secondary,no,980_max,yes,no,no
0_35,admin.,married,secondary,no,min_174,no,no,no
0_35,management,married,secondary,no,min_174,no,no,no
36_46,blue-collar,married,primary,no,175_979,yes,no,no
36_46,management,married,tertiary,no,175_979,no,no,no
36_46,management,married,tertiary,no,min_174,yes,no,no
0_35,services,single,secondary,no,175_979,yes,yes,no
36_46,entrepreneur,married,tertiary,no,980_max,yes,no,no
36_46,management,single,tertiary,no,min_174,yes,no,no
0_35,management,single,tertiary,no,175_979,no,no,no
0_35,technician,single,secondary,no,min_174,yes,yes,no
0_35,technician,married,secondary,no,min_174,yes,no,no
47_max,unknown,married,unknown,no,980_max,no,no,no
36_46,admin.,married,secondary,no,175_979,no,no,no
0_35,management,married,secondary,no,980_max,yes,no,no
0_35,management,single,secondary,no,min_174,no,no,no
0_35,services,married,secondary,no,980_max,yes,yes,no
0_35,services,married,secondary,no,175_979,yes,yes,no
0_35,student,single,secondary,no,min_174,no,no,no
47_max,blue-collar,married,primary,no,min_174,yes,no,no
36_46,services,single,secondary,no,175_979,yes,no,no
47_max,blue-collar,married,primary,no,980_max,no,no,no
36_46,services,divorced,secondary,no,175_979,yes,no,no
47_max,management,married,secondary,no,175_979,yes,no,no
47_max,management,divorced,tertiary,no,175_979,no,yes,no
0_35,blue-collar,married,secondary,no,175_979,yes,no,no
0_35,admin.,divorced,secondary,no,175_979,yes,no,no
0_35,services,single,secondary,no,min_174,no,no,no
36_46,management,single,unknown,no,175_979,yes,no,no
36_46,services,married,secondary,no,175_979,yes,no,no
36_46,entrepreneur,married,secondary,no,min_174,yes,no,no
36_46,technician,single,secondary,no,min_174,yes,no,yes
36_46,management,divorced,tertiary,no,175_979,yes,no,no
36_46,services,single,secondary,no,980_max,yes,no,yes
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
0_35,blue-collar,divorced,secondary,no,175_979,yes,no,no
0_35,unemployed,single,secondary,no,175_979,no,no,yes
36_46,services,married,secondary,no,min_174,yes,no,yes
36_46,technician,single,secondary,no,min_174,no,no,no
36_46,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,divorced,secondary,no,980_max,yes,no,no
0_35,technician,single,secondary,no,980_max,yes,no,no
0_35,unemployed,married,secondary,no,980_max,no,no,no
0_35,management,single,tertiary,no,min_174,no,yes,no
0_35,student,single,secondary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,min_174,yes,no,no
47_max,services,married,secondary,no,980_max,yes,yes,no
0_35,technician,married,tertiary,no,980_max,yes,no,no
47_max,blue-collar,married,primary,no,min_174,yes,no,no
36_46,admin.,married,secondary,no,min_174,yes,no,no
47_max,technician,married,tertiary,no,980_max,no,yes,no
0_35,retired,single,secondary,no,175_979,no,yes,no
47_max,management,divorced,tertiary,no,min_174,no,yes,no
0_35,management,married,tertiary,no,980_max,yes,yes,no
36_46,entrepreneur,married,secondary,no,980_max,yes,no,no
36_46,unknown,married,secondary,no,980_max,no,no,no
36_46,services,single,secondary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,175_979,no,no,no
36_46,blue-collar,single,primary,no,min_174,yes,no,no
47_max,entrepreneur,married,secondary,yes,min_174,no,yes,no
47_max,retired,married,secondary,no,min_174,no,no,no
36_46,self-employed,married,secondary,no,min_174,no,no,no
0_35,management,married,tertiary,no,980_max,yes,no,no
47_max,management,married,primary,no,175_979,yes,no,no
36_46,technician,married,secondary,no,980_max,yes,no,no
47_max,entrepreneur,married,primary,no,175_979,no,no,no
36_46,technician,married,secondary,no,min_174,yes,yes,no
36_46,services,married,secondary,no,980_max,yes,no,no
36_46,services,married,primary,no,min_174,no,no,no
47_max,blue-collar,married,secondary,no,min_174,yes,no,no
0_35,admin.,single,secondary,no,980_max,no,no,no
0_35,housemaid,single,tertiary,no,175_979,yes,no,no
36_46,technician,divorced,secondary,no,min_174,yes,no,no
47_max,housemaid,married,primary,no,175_979,no,yes,no
36_46,services,married,secondary,no,175_979,yes,no,no
47_max,technician,married,secondary,no,min_174,no,no,no
36_46,management,married,tertiary,no,175_979,no,no,no
0_35,management,single,tertiary,no,980_max,yes,yes,no
47_max,management,married,tertiary,no,min_174,no,no,no
0_35,technician,single,tertiary,no,min_174,no,no,no
36_46,blue-collar,single,secondary,yes,min_174,no,yes,yes
0_35,self-employed,married,tertiary,no,980_max,no,no,no
36_46,management,single,tertiary,no,980_max,no,no,yes
36_46,blue-collar,married,primary,no,980_max,yes,no,no
36_46,entrepreneur,single,secondary,no,175_979,no,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,unemployed,married,secondary,no,980_max,yes,yes,no
47_max,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,technician,single,tertiary,no,980_max,no,no,no
0_35,services,single,secondary,no,175_979,yes,no,no
0_35,student,single,secondary,no,175_979,no,no,no
47_max,technician,married,secondary,no,980_max,no,yes,no
36_46,unemployed,married,secondary,no,980_max,no,no,yes
0_35,technician,divorced,tertiary,no,min_174,no,no,no
47_max,retired,married,primary,no,175_979,no,no,yes
36_46,admin.,single,secondary,no,min_174,no,yes,no
36_46,management,married,tertiary,no,980_max,yes,no,no
47_max,technician,married,secondary,no,min_174,no,no,yes
36_46,admin.,single,secondary,no,min_174,yes,no,no
36_46,management,married,tertiary,no,175_979,yes,yes,no
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
47_max,technician,divorced,tertiary,no,min_174,yes,no,no
36_46,admin.,married,secondary,no,175_979,yes,no,no
36_46,technician,married,secondary,no,min_174,yes,no,no
0_35,technician,single,tertiary,no,175_979,yes,no,no
36_46,management,married,secondary,no,175_979,yes,no,yes
36_46,housemaid,married,tertiary,no,min_174,yes,yes,no
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
47_max,blue-collar,married,primary,no,175_979,no,no,no
0_35,student,single,tertiary,no,min_174,no,no,no
36_46,management,married,tertiary,no,175_979,no,no,yes
36_46,blue-collar,married,primary,no,980_max,yes,no,no
47_max,admin.,married,secondary,no,980_max,no,no,no
36_46,management,divorced,tertiary,no,175_979,yes,no,no
0_35,management,married,tertiary,no,175_979,yes,yes,no
36_46,technician,married,tertiary,no,980_max,no,no,no
0_35,unemployed,married,secondary,no,980_max,no,no,no
47_max,technician,married,primary,no,980_max,yes,no,no
47_max,unemployed,divorced,secondary,no,min_174,no,no,no
47_max,admin.,married,secondary,no,175_979,yes,yes,no
47_max,housemaid,married,primary,no,min_174,no,no,no
0_35,blue-collar,single,primary,no,min_174,yes,no,no
0_35,services,single,secondary,no,980_max,yes,no,no
0_35,services,married,tertiary,no,980_max,yes,no,no
47_max,blue-collar,single,unknown,no,980_max,no,no,no
0_35,technician,single,tertiary,no,980_max,yes,no,yes
36_46,unemployed,single,primary,no,980_max,no,no,no
36_46,self-employed,married,secondary,no,980_max,no,no,no
0_35,services,single,secondary,no,min_174,yes,no,no
0_35,admin.,single,secondary,no,980_max,yes,no,no
47_max,retired,married,primary,no,980_max,yes,yes,no
36_46,technician,married,tertiary,no,980_max,yes,no,no
0_35,student,single,secondary,no,980_max,no,no,yes
47_max,admin.,married,secondary,no,175_979,yes,no,no
0_35,technician,married,tertiary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,980_max,yes,no,no
47_max,admin.,divorced,secondary,no,175_979,yes,no,no
36_46,technician,married,secondary,no,980_max,no,no,no
47_max,unknown,married,primary,no,175_979,no,no,yes
47_max,admin.,divorced,secondary,no,175_979,no,no,no
0_35,technician,married,secondary,no,min_174,yes,yes,no
36_46,admin.,divorced,secondary,no,980_max,no,yes,yes
0_35,management,married,tertiary,no,175_979,no,no,no
47_max,housemaid,married,secondary,no,175_979,no,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
0_35,self-employed,single,tertiary,no,980_max,no,no,no
0_35,management,married,tertiary,no,min_174,yes,no,no
47_max,unknown,married,unknown,no,175_979,no,no,yes
0_35,unknown,divorced,tertiary,no,min_174,no,no,no
36_46,technician,married,secondary,no,175_979,yes,no,no
47_max,retired,married,primary,no,min_174,no,yes,no
0_35,admin.,married,secondary,no,min_174,no,no,no
47_max,retired,married,primary,no,980_max,no,no,no
47_max,management,single,tertiary,no,175_979,yes,no,no
0_35,technician,single,secondary,no,min_174,no,no,no
47_max,admin.,divorced,secondary,no,min_174,no,yes,no
36_46,self-employed,single,tertiary,no,175_979,yes,no,no
47_max,management,single,tertiary,no,175_979,yes,no,no
36_46,blue-collar,married,primary,no,175_979,yes,no,no
0_35,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,management,married,tertiary,no,980_max,no,no,yes
36_46,student,single,tertiary,no,175_979,no,no,no
47_max,retired,married,secondary,no,980_max,yes,no,no
0_35,admin.,married,secondary,no,min_174,no,no,no
47_max,management,married,tertiary,no,175_979,no,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,yes,no
47_max,management,divorced,tertiary,no,min_174,no,yes,no
0_35,admin.,married,secondary,yes,min_174,yes,no,no
36_46,unemployed,single,secondary,no,980_max,yes,no,no
36_46,student,married,unknown,no,min_174,no,no,no
36_46,blue-collar,married,primary,no,min_174,yes,no,no
47_max,retired,divorced,secondary,yes,min_174,no,yes,no
47_max,retired,married,primary,no,980_max,no,no,no
47_max,housemaid,married,primary,no,min_174,no,yes,yes
0_35,blue-collar,married,primary,no,175_979,yes,no,no
0_35,technician,single,unknown,no,175_979,yes,no,no
0_35,admin.,married,secondary,no,175_979,yes,no,no
0_35,management,married,tertiary,no,980_max,yes,no,no
47_max,blue-collar,married,unknown,no,min_174,yes,no,no
0_35,technician,single,secondary,no,175_979,no,no,no
36_46,technician,single,tertiary,yes,min_174,no,no,no
36_46,management,divorced,tertiary,no,980_max,yes,no,no
47_max,unemployed,married,secondary,no,980_max,yes,no,no
47_max,blue-collar,divorced,secondary,no,980_max,no,no,no
36_46,management,divorced,tertiary,no,175_979,yes,yes,no
36_46,blue-collar,married,secondary,no,980_max,yes,no,no
47_max,blue-collar,married,unknown,no,min_174,no,no,no
36_46,management,single,tertiary,no,min_174,yes,no,no
36_46,services,single,secondary,no,175_979,yes,yes,no
0_35,blue-collar,married,secondary,no,175_979,yes,no,no
47_max,management,single,tertiary,no,980_max,no,no,no
0_35,management,single,tertiary,no,min_174,no,no,no
47_max,retired,married,unknown,no,175_979,no,no,no
47_max,unemployed,divorced,secondary,no,980_max,yes,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,housemaid,married,primary,no,min_174,no,no,no
0_35,student,single,tertiary,no,980_max,no,no,no
47_max,entrepreneur,divorced,primary,no,min_174,no,no,no
0_35,blue-collar,married,primary,no,980_max,yes,no,no
36_46,management,married,secondary,no,min_174,yes,no,no
36_46,technician,divorced,secondary,no,min_174,no,no,yes
0_35,management,married,tertiary,no,980_max,yes,no,yes
47_max,self-employed,married,unknown,no,min_174,yes,no,no
0_35,admin.,single,secondary,no,min_174,yes,no,no
36_46,management,married,tertiary,no,175_979,no,yes,no
47_max,admin.,divorced,primary,no,min_174,no,yes,no
36_46,management,single,secondary,no,min_174,yes,yes,no
36_46,services,married,secondary,no,175_979,yes,no,no
47_max,management,married,secondary,no,175_979,yes,no,no
0_35,blue-collar,married,unknown,no,min_174,yes,no,no
0_35,management,single,tertiary,no,175_979,no,no,no
36_46,management,married,tertiary,no,175_979,no,yes,no
36_46,management,divorced,secondary,no,min_174,no,no,no
0_35,services,married,secondary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,980_max,yes,no,yes
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
47_max,unemployed,married,tertiary,no,175_979,no,no,no
0_35,admin.,divorced,secondary,no,175_979,yes,no,yes
36_46,technician,divorced,secondary,no,min_174,yes,no,no
47_max,retired,married,primary,no,175_979,no,no,no
36_46,technician,married,secondary,no,min_174,yes,no,no
36_46,blue-collar,married,secondary,no,980_max,yes,no,no
36_46,admin.,married,secondary,no,min_174,yes,no,no
47_max,admin.,divorced,secondary,no,980_max,no,no,no
47_max,admin.,married,secondary,no,175_979,yes,no,no
47_max,technician,divorced,secondary,no,min_174,yes,yes,no
0_35,blue-collar,single,unknown,no,175_979,yes,no,no
0_35,student,married,unknown,no,980_max,no,no,no
36_46,blue-collar,married,secondary,no,min_174,yes,yes,no
47_max,retired,married,secondary,no,980_max,no,no,yes
47_max,technician,married,secondary,no,980_max,yes,no,no
47_max,technician,married,secondary,no,min_174,no,no,no
0_35,blue-collar,married,secondary,no,980_max,no,no,no
0_35,admin.,married,secondary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,min_174,yes,yes,no
0_35,services,single,secondary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
0_35,services,single,secondary,no,175_979,no,yes,no
36_46,blue-collar,married,primary,no,980_max,yes,no,no
36_46,technician,married,secondary,no,min_174,no,no,no
47_max,management,married,tertiary,no,175_979,yes,no,no
36_46,services,married,secondary,no,min_174,yes,no,no
0_35,management,single,tertiary,no,175_979,yes,no,no
0_35,blue-collar,married,secondary,no,min_174,yes,no,no
47_max,technician,married,tertiary,no,980_max,no,no,yes
0_35,management,married,tertiary,no,980_max,no,no,no
47_max,management,married,primary,no,980_max,no,no,no
36_46,blue-collar,single,secondary,no,175_979,yes,yes,no
36_46,management,married,tertiary,no,175_979,yes,no,no
47_max,management,divorced,tertiary,no,min_174,no,no,no
36_46,entrepreneur,divorced,tertiary,no,980_max,yes,yes,no
47_max,services,married,secondary,no,min_174,yes,no,no
0_35,management,married,tertiary,no,980_max,yes,yes,no
0_35,technician,divorced,secondary,no,min_174,yes,no,no
47_max,management,single,secondary,no,175_979,yes,no,no
47_max,admin.,married,secondary,no,175_979,yes,yes,no
0_35,services,single,secondary,no,min_174,no,no,no
0_35,technician,married,secondary,no,min_174,no,no,no
36_46,blue-collar,divorced,primary,no,min_174,yes,no,no
36_46,blue-collar,single,primary,no,175_979,no,no,no
47_max,management,married,tertiary,no,min_174,yes,no,no
36_46,management,divorced,tertiary,no,175_979,no,no,no
0_35,management,married,tertiary,no,min_174,no,no,no
0_35,blue-collar,married,primary,yes,min_174,yes,no,no
0_35,management,single,tertiary,no,min_174,no,no,no
47_max,management,married,unknown,no,min_174,no,no,no
47_max,management,married,primary,no,175_979,yes,yes,no
47_max,technician,married,unknown,no,980_max,no,no,no
0_35,blue-collar,married,primary,no,175_979,no,yes,no
47_max,retired,married,secondary,no,min_174,no,no,no
47_max,management,married,primary,no,min_174,yes,no,no
0_35,entrepreneur,married,tertiary,no,980_max,no,no,no
0_35,blue-collar,single,secondary,no,min_174,no,no,no
47_max,entrepreneur,married,tertiary,no,980_max,yes,yes,no
36_46,admin.,married,secondary,no,175_979,yes,no,no
0_35,technician,single,tertiary,no,175_979,yes,no,no
36_46,blue-collar,married,secondary,no,175_979,yes,no,no
36_46,unemployed,married,tertiary,no,175_979,yes,no,no
36_46,services,married,secondary,no,min_174,no,no,no
47_max,services,married,secondary,no,175_979,no,no,no
47_max,services,married,secondary,no,175_979,no,no,yes
0_35,technician,single,secondary,no,980_max,yes,no,no
0_35,blue-collar,single,unknown,no,175_979,yes,no,no
0_35,admin.,single,secondary,no,980_max,yes,no,no
0_35,self-employed,married,primary,no,175_979,yes,no,no
47_max,entrepreneur,married,tertiary,no,980_max,yes,no,no
36_46,blue-collar,married,primary,no,980_max,yes,no,no
47_max,blue-collar,married,primary,no,980_max,yes,no,no
0_35,technician,married,secondary,no,175_979,yes,yes,no
0_35,blue-collar,divorced,secondary,no,min_174,yes,no,no
47_max,unemployed,divorced,primary,no,980_max,no,no,no
47_max,retired,married,primary,no,min_174,no,no,no
36_46,admin.,single,secondary,no,min_174,yes,no,no
47_max,management,married,primary,no,980_max,yes,no,no
47_max,management,single,tertiary,no,980_max,no,no,yes
36_46,housemaid,single,primary,no,min_174,yes,no,no
0_35,technician,married,secondary,no,175_979,yes,no,no
47_max,services,divorced,secondary,no,980_max,yes,no,no
36_46,self-employed,married,secondary,no,175_979,no,no,no
36_46,blue-collar,married,primary,no,175_979,yes,no,no
47_max,management,married,tertiary,no,980_max,no,no,no
0_35,admin.,single,tertiary,no,980_max,yes,no,no
47_max,retired,married,secondary,no,min_174,no,no,no
47_max,blue-collar,married,primary,no,min_174,yes,no,no
47_max,retired,divorced,secondary,no,175_979,no,yes,no
36_46,management,married,tertiary,no,min_174,no,no,yes
0_35,blue-collar,married,primary,no,980_max,no,no,no
36_46,management,married,tertiary,no,980_max,yes,no,no
47_max,management,married,tertiary,no,175_979,no,no,no
47_max,blue-collar,married,secondary,no,175_979,yes,no,no
0_35,blue-collar,married,secondary,no,175_979,yes,no,no
47_max,services,married,secondary,no,min_174,yes,no,no
36_46,management,married,secondary,no,980_max,yes,no,no
47_max,entrepreneur,married,secondary,no,980_max,yes,no,no
36_46,blue-collar,single,secondary,no,min_174,yes,no,yes
36_46,management,married,tertiary,no,980_max,yes,no,yes
