age,job,marital,education,default,balance,housing,loan,contact,month,y
43_64,unknown,married,unknown,no,0_11587,no,no,cellular,jul,no
43_64,blue-collar,divorced,primary,no,0_11587,no,no,cellular,feb,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,married,primary,no,0_11587,no,no,unknown,jun,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,jan,no
0_42,management,single,tertiary,no,0_11587,no,no,telephone,jan,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,may,yes
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,services,married,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,services,married,secondary,no,0_11587,no,no,cellular,jul,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
43_64,management,married,tertiary,no,0_11587,yes,no,telephone,nov,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,jun,no
43_64,retired,married,secondary,yes,0_11587,yes,no,cellular,may,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,nov,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,apr,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,entrepreneur,married,tertiary,no,0_11587,no,no,telephone,jul,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,jun,no
0_42,self-employed,divorced,tertiary,no,0_11587,no,no,cellular,may,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,no,unknown,aug,no
43_64,entrepreneur,married,primary,no,0_11587,no,no,cellular,may,no
0_42,management,divorced,tertiary,no,0_11587,no,no,cellular,apr,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,single,secondary,no,0_11587,yes,no,telephone,may,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,aug,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,aug,yes
43_64,housemaid,married,primary,no,0_11587,no,no,cellular,aug,no
0_42,management,single,primary,no,0_11587,yes,no,unknown,may,no
0_42,housemaid,married,primary,no,0_11587,no,no,cellular,feb,no
43_64,blue-collar,married,primary,no,0_11587,no,yes,cellular,aug,no
0_42,unemployed,married,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,retired,divorced,tertiary,no,0_11587,no,no,cellular,nov,yes
0_42,student,single,secondary,no,0_11587,yes,no,telephone,may,no
43_64,unemployed,married,secondary,no,0_11587,no,no,cellular,jan,yes
0_42,technician,divorced,secondary,no,0_11587,yes,no,cellular,may,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,technician,divorced,tertiary,no,0_11587,no,no,cellular,may,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,nov,no
0_42,admin.,married,primary,no,0_11587,yes,no,unknown,may,yes
0_42,blue-collar,single,primary,no,0_11587,yes,no,telephone,may,no
0_42,housemaid,married,tertiary,no,0_11587,yes,no,cellular,may,yes
0_42,admin.,married,secondary,no,0_11587,no,no,unknown,may,no
43_64,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,retired,married,secondary,no,0_11587,yes,yes,cellular,nov,no
43_64,housemaid,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,nov,no
0_42,technician,single,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,entrepreneur,married,tertiary,no,0_11587,no,no,cellular,jul,no
43_64,housemaid,single,tertiary,no,0_11587,no,no,unknown,jun,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,jul,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,feb,yes
0_42,blue-collar,married,secondary,no,0_11587,no,yes,cellular,jul,no
0_42,unemployed,married,primary,no,0_11587,no,no,unknown,jun,no
0_42,self-employed,married,secondary,no,0_11587,no,no,cellular,nov,no
0_42,technician,single,secondary,no,0_11587,no,no,telephone,apr,no
43_64,management,married,tertiary,no,0_11587,no,no,telephone,aug,yes
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,apr,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,divorced,primary,no,0_11587,yes,no,cellular,may,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,jul,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,jun,no
0_42,self-employed,married,primary,no,0_11587,yes,no,unknown,jun,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,jul,no
43_64,retired,married,secondary,no,0_11587,no,yes,cellular,feb,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,services,married,secondary,no,0_11587,no,no,cellular,nov,yes
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,technician,married,primary,no,0_11587,no,no,cellular,aug,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,jul,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,technician,married,secondary,no,0_11587,yes,no,telephone,nov,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,aug,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,may,yes
0_42,entrepreneur,single,secondary,no,0_11587,no,no,cellular,jan,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,unknown,jun,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,may,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,unknown,may,no
43_64,services,married,unknown,no,0_11587,yes,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,jul,no
43_64,management,divorced,tertiary,no,0_11587,no,no,unknown,may,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,sep,yes
0_42,student,single,secondary,no,0_11587,yes,no,unknown,may,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,may,no
43_64,entrepreneur,married,secondary,no,0_11587,yes,no,cellular,jul,yes
43_64,blue-collar,married,primary,no,0_11587,no,yes,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,jul,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,unknown,jun,no
43_64,blue-collar,married,primary,no,0_11587,no,no,telephone,jul,no
43_64,admin.,single,secondary,no,0_11587,yes,no,cellular,jan,no
43_64,blue-collar,married,primary,no,0_11587,yes,yes,unknown,may,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,nov,no
0_42,admin.,single,secondary,no,0_11587,yes,yes,cellular,may,no
0_42,admin.,single,unknown,no,0_11587,yes,no,cellular,may,no
43_64,management,married,tertiary,no,0_11587,no,yes,cellular,jul,no
0_42,entrepreneur,single,primary,no,0_11587,yes,no,unknown,may,yes
43_64,management,divorced,tertiary,no,11588_26487,yes,no,cellular,feb,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,feb,no
0_42,admin.,divorced,secondary,no,0_11587,no,yes,cellular,jul,no
43_64,services,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,technician,single,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,management,married,tertiary,no,0_11587,yes,yes,unknown,may,yes
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,services,married,secondary,no,0_11587,no,no,unknown,may,no
0_42,admin.,divorced,secondary,no,0_11587,no,no,cellular,apr,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,may,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,jul,no
0_42,entrepreneur,married,tertiary,no,0_11587,no,no,unknown,jun,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,jun,yes
0_42,student,single,secondary,no,0_11587,no,no,cellular,oct,yes
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,may,no
0_42,management,single,unknown,no,0_11587,yes,no,cellular,apr,no
0_42,admin.,married,secondary,no,0_11587,no,no,unknown,may,no
43_64,self-employed,married,tertiary,no,0_11587,no,no,unknown,jun,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,jan,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,may,yes
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,divorced,secondary,no,0_11587,yes,yes,unknown,may,no
43_64,management,single,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,feb,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,services,divorced,secondary,no,0_11587,yes,yes,unknown,may,no
43_64,blue-collar,single,secondary,no,0_11587,no,yes,cellular,nov,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,nov,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,may,yes
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,nov,no
43_64,management,single,tertiary,no,0_11587,no,yes,cellular,nov,no
0_42,admin.,divorced,secondary,yes,0_11587,yes,no,unknown,may,no
43_64,services,married,secondary,no,0_11587,yes,yes,cellular,may,no
0_42,self-employed,married,tertiary,no,0_11587,yes,no,cellular,feb,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,nov,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,jun,no
0_42,admin.,single,secondary,no,0_11587,no,yes,cellular,nov,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,housemaid,single,tertiary,no,0_11587,yes,yes,cellular,jul,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,admin.,single,secondary,no,0_11587,yes,yes,cellular,feb,no
0_42,technician,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,unemployed,divorced,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,feb,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,feb,yes
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,aug,no
0_42,housemaid,single,secondary,no,0_11587,no,no,cellular,feb,no
43_64,unemployed,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,may,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,jun,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,unknown,may,no
65_max,retired,married,primary,no,0_11587,no,no,cellular,mar,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,may,yes
43_64,services,divorced,secondary,no,0_11587,no,no,cellular,feb,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,jul,no
43_64,retired,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,jul,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,sep,no
0_42,blue-collar,single,primary,no,0_11587,no,no,unknown,jun,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,may,no
0_42,services,single,secondary,no,0_11587,yes,no,unknown,may,no
43_64,retired,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,may,no
43_64,technician,divorced,tertiary,no,0_11587,yes,yes,unknown,may,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,may,yes
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,may,no
43_64,blue-collar,married,primary,no,0_11587,yes,yes,telephone,jul,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,jun,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,may,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,single,primary,no,0_11587,yes,no,unknown,may,no
43_64,entrepreneur,married,tertiary,no,0_11587,yes,no,cellular,jul,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,services,married,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
0_42,unemployed,married,tertiary,no,0_11587,no,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,student,single,secondary,no,0_11587,no,no,unknown,aug,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,cellular,feb,no
43_64,admin.,married,secondary,no,0_11587,no,no,unknown,jun,no
43_64,technician,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,yes,cellular,may,no
43_64,technician,married,secondary,no,0_11587,no,yes,cellular,feb,no
0_42,services,married,secondary,no,0_11587,no,yes,unknown,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,jul,yes
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,self-employed,married,tertiary,no,11588_26487,yes,no,unknown,jun,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,services,divorced,secondary,no,0_11587,no,yes,cellular,jul,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,may,no
43_64,admin.,married,unknown,no,0_11587,no,no,unknown,jun,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,services,divorced,secondary,no,0_11587,yes,no,unknown,may,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,jan,no
43_64,management,divorced,tertiary,no,0_11587,no,no,unknown,jun,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,unknown,jun,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,management,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,housemaid,divorced,tertiary,no,0_11587,yes,no,cellular,aug,no
43_64,blue-collar,divorced,primary,no,0_11587,no,no,cellular,jul,no
43_64,self-employed,single,tertiary,no,0_11587,yes,no,unknown,jun,no
43_64,entrepreneur,married,tertiary,no,11588_26487,yes,no,cellular,nov,no
43_64,retired,single,primary,no,0_11587,no,no,cellular,jul,no
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,apr,no
43_64,management,married,secondary,no,0_11587,no,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,no,unknown,may,no
0_42,services,single,secondary,no,0_11587,yes,no,unknown,may,yes
0_42,blue-collar,married,primary,no,0_11587,no,no,cellular,jul,no
0_42,self-employed,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,cellular,may,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,apr,yes
0_42,services,married,secondary,no,0_11587,no,no,unknown,may,no
0_42,management,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,admin.,single,tertiary,no,0_11587,yes,no,cellular,may,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,services,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,unemployed,married,secondary,no,0_11587,no,no,cellular,jan,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,aug,no
0_42,admin.,married,secondary,no,0_11587,no,no,cellular,oct,no
0_42,management,married,secondary,no,0_11587,no,no,cellular,feb,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,jan,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,jun,no
0_42,services,single,secondary,no,0_11587,yes,yes,cellular,jan,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,management,single,tertiary,no,0_11587,yes,no,unknown,may,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,technician,single,secondary,no,0_11587,yes,yes,unknown,jun,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,aug,no
43_64,unknown,married,unknown,no,0_11587,no,no,unknown,jun,no
0_42,admin.,married,secondary,no,0_11587,no,no,unknown,sep,no
0_42,management,married,secondary,no,0_11587,yes,no,cellular,jul,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,aug,no
0_42,services,married,secondary,no,0_11587,yes,yes,cellular,jul,no
0_42,services,married,secondary,no,0_11587,yes,yes,unknown,may,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,feb,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,feb,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,jan,no
0_42,services,divorced,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,management,married,secondary,no,0_11587,yes,no,cellular,jul,no
43_64,management,divorced,tertiary,no,0_11587,no,yes,cellular,jun,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,jul,no
0_42,management,single,unknown,no,0_11587,yes,no,unknown,may,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,apr,no
43_64,entrepreneur,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,aug,yes
0_42,management,divorced,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,services,single,secondary,no,0_11587,yes,no,cellular,nov,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,may,no
0_42,unemployed,single,secondary,no,0_11587,no,no,cellular,jan,yes
0_42,services,married,secondary,no,0_11587,yes,no,unknown,jun,yes
0_42,technician,single,secondary,no,0_11587,no,no,cellular,aug,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,telephone,jul,no
43_64,blue-collar,divorced,secondary,no,0_11587,yes,no,cellular,may,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,unemployed,married,secondary,no,0_11587,no,no,cellular,jul,no
0_42,management,single,tertiary,no,0_11587,no,yes,cellular,jul,no
0_42,student,single,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,may,no
43_64,services,married,secondary,no,0_11587,yes,yes,cellular,jul,no
0_42,technician,married,tertiary,no,11588_26487,yes,no,unknown,may,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,telephone,jul,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,technician,married,tertiary,no,0_11587,no,yes,unknown,jun,no
0_42,retired,single,secondary,no,0_11587,no,yes,unknown,may,no
43_64,management,divorced,tertiary,no,0_11587,no,yes,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,yes,unknown,may,no
0_42,entrepreneur,married,secondary,no,0_11587,yes,no,cellular,nov,no
43_64,unknown,married,secondary,no,0_11587,no,no,cellular,aug,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,may,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
43_64,blue-collar,single,primary,no,0_11587,yes,no,unknown,may,no
43_64,entrepreneur,married,secondary,yes,0_11587,no,yes,cellular,jul,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,apr,no
43_64,self-employed,married,secondary,no,0_11587,no,no,unknown,jun,no
0_42,management,married,tertiary,no,0_11587,yes,no,telephone,may,no
43_64,management,married,primary,no,0_11587,yes,no,telephone,nov,no
43_64,technician,married,secondary,no,0_11587,yes,no,telephone,feb,no
43_64,entrepreneur,married,primary,no,0_11587,no,no,cellular,jul,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,jul,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,may,no
0_42,services,married,primary,no,0_11587,no,no,unknown,may,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,may,no
0_42,housemaid,single,tertiary,no,0_11587,yes,no,cellular,nov,no
0_42,technician,divorced,secondary,no,0_11587,yes,no,cellular,nov,no
43_64,housemaid,married,primary,no,0_11587,no,yes,unknown,jun,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,aug,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,management,single,tertiary,no,0_11587,yes,yes,unknown,may,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,oct,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,blue-collar,single,secondary,yes,0_11587,no,yes,cellular,nov,yes
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,nov,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,oct,yes
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,jul,no
0_42,entrepreneur,single,secondary,no,0_11587,no,no,unknown,may,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,jul,no
0_42,unemployed,married,secondary,no,0_11587,yes,yes,cellular,feb,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,aug,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,aug,no
0_42,services,single,secondary,no,0_11587,yes,no,unknown,may,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,nov,no
43_64,technician,married,secondary,no,0_11587,no,yes,cellular,nov,no
43_64,unemployed,married,secondary,no,0_11587,no,no,cellular,jul,yes
0_42,technician,divorced,tertiary,no,0_11587,no,no,cellular,aug,no
65_max,retired,married,primary,no,0_11587,no,no,cellular,oct,yes
0_42,admin.,single,secondary,no,0_11587,no,yes,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,apr,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,aug,yes
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,apr,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,technician,divorced,tertiary,no,0_11587,yes,no,cellular,jun,no
0_42,admin.,married,secondary,no,0_11587,yes,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,apr,no
0_42,management,married,secondary,no,0_11587,yes,no,cellular,jul,yes
0_42,housemaid,married,tertiary,no,0_11587,yes,yes,cellular,jul,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,may,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,jan,no
0_42,student,single,tertiary,no,0_11587,no,no,cellular,sep,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,dec,yes
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,may,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,oct,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,jul,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,oct,no
0_42,unemployed,married,secondary,no,0_11587,no,no,unknown,jun,no
43_64,technician,married,primary,no,0_11587,yes,no,unknown,may,no
43_64,unemployed,divorced,secondary,no,0_11587,no,no,cellular,aug,no
43_64,admin.,married,secondary,no,0_11587,yes,yes,telephone,aug,no
43_64,housemaid,married,primary,no,0_11587,no,no,telephone,feb,no
0_42,blue-collar,single,primary,no,0_11587,yes,no,cellular,jan,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,services,married,tertiary,no,0_11587,yes,no,unknown,may,no
43_64,blue-collar,single,unknown,no,0_11587,no,no,unknown,jun,no
0_42,technician,single,tertiary,no,0_11587,yes,no,unknown,may,yes
43_64,unemployed,single,primary,no,0_11587,no,no,unknown,jun,no
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,nov,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,apr,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,jun,no
43_64,retired,married,primary,no,0_11587,yes,yes,cellular,jul,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,feb,no
0_42,student,single,secondary,no,0_11587,no,no,cellular,nov,yes
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,nov,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,jul,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,nov,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,unknown,may,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,jun,no
43_64,unknown,married,primary,no,0_11587,no,no,cellular,oct,yes
43_64,admin.,divorced,secondary,no,0_11587,no,no,cellular,jul,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,aug,no
0_42,admin.,divorced,secondary,no,0_11587,no,yes,cellular,nov,yes
0_42,management,married,tertiary,no,0_11587,no,no,cellular,jul,no
43_64,housemaid,married,secondary,no,0_11587,no,no,cellular,sep,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,may,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,cellular,may,no
